X,Y,Z
-2.91528286e+01,4.18532609e+02,2.00000003e-01
3.91322737e+01,4.32021653e+02,2.00000003e-01
-6.11950900e+01,5.46376574e+02,9.58741303e+00
-1.00348229e+02,6.99590389e+02,2.00000003e-01
