X,Y,Z
-98.64685319,18.06187948,102.88341424
-119.03266647,-34.64978245,84.69890583
-93.18874053,-48.21826039,62.22174016
-91.46657452,-19.50122727,94.93035761
127.88293829,-525.24898024, 8.50686403
-27.16551715,-129.83528014,21.06051064
114.51289855,-321.36114009,17.4626215
32.2755624,-298.24995279,21.10586613
