X,Y,Z
-170.30609262,-56.68797252,44.16580111
-113.69072671,-66.49773462,64.84749815
-95.2081333,1.38584724,76.47779921
-96.57994492,-40.82346592,62.80162204
1.50118657e+02,-2.82944481e+02,2.39544158e+01
1.33198757e+02,-3.64640371e+02,8.77439587e+00
9.92284768e+01,-2.35703386e+02,2.76133752e+01
-1.48012922e+02,-1.63038507e+02,2.00000004e-01
