X,Y,Z
-1.36898872e+02,1.47013339e+02,1.10979849e+01
-9.29685682e+01,1.87227081e+02,2.00000003e-01
-1.49209838e+02,1.12929986e+02,1.88247014e+01
-1.81644135e+02,3.51783426e+02,1.46380159e+01
