X,Y,Z
-3.41815442e+02,-1.47006520e+02,2.00000003e-01
-3.47551277e+02,-1.44441328e+02,1.15000000e+01
-3.67187515e+02,-1.53069380e+02,1.81663761e+01
-3.37681889e+02,-1.52066910e+02,2.30588693e+00
